timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,hours,id,messageid
2023-07-03,4191,22,22,63,27,1,0,0,1,17,1,66
2023-07-03,3656,22,22,61,26,1,0,0,1,18,1,67
2023-07-03,2388,21,21,66.5,30.5,1,0,0,1,19,1,68
2023-07-03,1787,20,20,71,28,1,0,0,1,20,1,69
2023-07-03,1335,19.5,19.5,75.5,23,1,0,0,1,21,1,70
2023-07-03,1020,19,19,78,18.5,1,0,0,1,22,1,71
2023-07-03,712,18.5,18.5,83,24,7,0,0,1,23,1,72
2023-07-04,376,18,18,91,28.5,7,0,1,1,0,1,73
2023-07-04,375,18,18,94,16.5,7,0,1,1,1,1,74
2023-07-04,278,19,19,91,8,2,0,1,1,2,1,75
2023-07-04,202,19,19,94,6,1,0,1,1,3,1,76
2023-07-04,148,19,19,94,4,1,0,1,1,4,1,77
2023-07-04,114,19,19,94,0,1,0,1,1,5,1,78
2023-07-04,150,20,20,91,3,1,0,1,1,6,1,79
2023-07-04,353,20.5,20.5,85.5,15.5,1,0,1,1,7,1,80
2023-07-04,701,21.5,21.5,78,24,2,0,1,1,8,1,81
2023-07-04,1178,23.5,23.5,59.5,26,1,0,1,1,9,1,82
2023-07-04,1823,24,24,57,28,2,0,1,1,10,1,83
2023-07-04,2381,25,25,54,22,2,0,1,1,11,1,84
2023-07-04,2848,26,26,51,19,1,0,1,1,12,1,85
2023-07-04,3184,27,27,46.5,21,2,0,1,1,13,1,86
2023-07-04,3272,27,27,46.5,21.5,1,0,1,1,14,1,87
2023-07-04,3219,26.5,26.5,46.5,21,1,0,1,1,15,1,88
2023-07-04,3236,26.5,26.5,45,24,1,0,1,1,16,1,89
2023-07-04,3391,26,26,45,22,1,0,1,1,17,1,90
2023-07-04,2876,25,25,45.5,23,1,0,1,1,18,1,91
2023-07-04,2429,23.5,23.5,47,22,1,0,1,1,19,1,92
2023-07-04,2061,21.5,21.5,51.5,18.5,1,0,1,1,20,1,93
2023-07-04,1450,20,20,54.5,17,1,0,1,1,21,1,94
2023-07-04,1180,19,19,62,15,1,0,1,1,22,1,95
2023-07-04,1058,19,19,64,13,1,0,1,1,23,1,96
2023-07-05,907,19,19,64,12,1,0,1,1,0,1,97
2023-07-05,670,18.5,18.5,66,10,1,0,1,1,1,1,98
2023-07-05,531,17.5,17.5,66,11,1,0,1,1,2,1,99
2023-07-05,372,17,17,68,9,2,0,1,1,3,1,100
2023-07-05,217,17,17,68,9,2,0,1,1,4,1,101
2023-07-05,120,17,17,73,9,1,0,1,1,5,1,102
2023-07-05,236,17,17,73,10,1,0,1,1,6,1,103
2023-07-05,260,18,18,68,5.5,1,0,1,1,7,1,104
2023-07-05,303,17.5,17.5,72.5,11,7,0,1,1,8,1,105
2023-07-05,465,16,16,83,9,7,0,1,1,9,1,106
2023-07-05,745,16,16,83,7,7,0,1,1,10,1,107
2023-07-05,1345,16,16,83,7,7,0,1,1,11,1,108
2023-07-05,1781,17,17,80,13,2,0,1,1,12,1,109
2023-07-05,2193,19.5,19.5,68.5,17,2,0,1,1,13,1,110
2023-07-05,2550,21.5,21.5,55,12,2,0,1,1,14,1,111
2023-07-05,2909,23,23,48.5,17,2,0,1,1,15,1,112
2023-07-05,2990,22.5,22.5,47,21,2,0,1,1,16,1,113
2023-07-05,2771,22,21,47,26,2,0,1,1,17,1,114
2023-07-05,2524,20.5,20.5,56.5,21.5,2,0,1,1,18,1,115
2023-07-05,1956,20.5,20.5,53,20.5,2,0,1,1,19,1,116
2023-07-05,1506,20,20,49,20,1,0,1,1,20,1,117
2023-07-05,1021,19,19,56,19.5,1,0,1,1,21,1,118
2023-07-05,755,18,18,60,19.5,1,0,1,1,22,1,119
2023-07-05,589,17.5,17.5,64,13,1,0,1,1,23,1,120
2023-07-06,401,17,17,68,16,1,0,0,1,0,1,121
2023-07-06,167,16,16,77,18,1,0,0,1,1,1,122
2023-07-06,94,16,16,77,14,1,0,0,1,2,1,123
2023-07-06,70,15,15,79.5,11,1,0,0,1,3,1,124
2023-07-06,56,14.5,14.5,79.5,11,1,0,0,1,4,1,125
2023-07-06,158,14,14,82,13,1,0,0,1,5,1,126
2023-07-06,746,14.5,14.5,79.5,11,1,0,0,1,6,1,127
2023-07-06,2364,16.5,16.5,70,11,1,0,0,1,7,1,128
2023-07-06,4549,17.5,17.5,64,13,2,0,0,1,8,1,129
2023-07-06,2251,19,19,54,18,3,0,0,1,9,1,130
2023-07-06,1259,19.5,19.5,50.5,21,2,0,0,1,10,1,131
2023-07-06,1272,20.5,20.5,47.5,17,2,0,0,1,11,1,132
2023-07-06,1536,21.5,21,47,20.5,3,0,0,1,12,1,133
2023-07-06,1619,22,21,47,17,3,0,0,1,13,1,134
2023-07-06,1482,22.5,21.5,42.5,18,2,0,0,1,14,1,135
2023-07-06,1813,23,22.5,42.5,20,2,0,0,1,15,1,136
2023-07-06,2469,23,22,41,19.5,1,0,0,1,16,1,137
2023-07-06,4501,23,22,41,18,1,0,0,1,17,1,138
2023-07-06,4470,22.5,22,45.5,18.5,1,0,0,1,18,1,139
2023-07-06,2845,21.5,21,48.5,18,1,0,0,1,19,1,140
2023-07-06,1839,20.5,20.5,51.5,16,1,0,0,1,20,1,141
2023-07-06,1270,19.5,19.5,54.5,13,1,0,0,1,21,1,142
2023-07-06,800,19,19,60,11,1,0,0,1,22,1,143
2023-07-06,589,17.5,17.5,66,8,1,0,0,1,23,1,144
2023-07-07,322,17,17,64,6.5,1,0,0,1,0,1,145
2023-07-07,187,17,17,68,5,1,0,0,1,1,1,146
2023-07-07,129,17.5,17.5,66,6.5,1,0,0,1,2,1,147
2023-07-07,68,18,18,62,7.5,1,0,0,1,3,1,148
2023-07-07,49,16.5,16.5,66,7,1,0,0,1,4,1,149
2023-07-07,159,17,17,68,11,1,0,0,1,5,1,150
2023-07-07,798,17,17,68,15,1,0,0,1,6,1,151
2023-07-07,2589,19,19,66,16,1,0,0,1,7,1,152
2023-07-07,4867,19.5,19.5,66,13,2,0,0,1,8,1,153
2023-07-07,2309,19,19,75.5,19.5,3,0,0,1,9,1,154
2023-07-07,1217,20,20,73,19.5,4,0,0,1,10,1,155
2023-07-07,1085,21.5,21.5,65,28.5,2,0,0,1,11,1,156
2023-07-07,1437,22.5,22.5,57,27,2,0,0,1,12,1,157
2023-07-07,1492,22.5,22.5,53,32,3,0,0,1,13,1,158
2023-07-07,1454,22.5,22.5,51.5,30.5,3,0,0,1,14,1,159
2023-07-07,1682,23,23,45.5,33,2,0,0,1,15,1,160
2023-07-07,2344,22.5,21.5,42.5,30.5,2,0,0,1,16,1,161
2023-07-07,4351,22,21,41,30,1,0,0,1,17,1,162
2023-07-07,4346,21.5,21,45,28.5,1,0,0,1,18,1,163
2023-07-07,2709,20.5,20.5,41.5,35,1,0,0,1,19,1,164
2023-07-07,1768,19.5,19.5,44.5,32.5,1,0,0,1,20,1,165
2023-07-07,1150,18,18,49,30,1,0,0,1,21,1,166
2023-07-07,832,17,17,56,28.5,1,0,0,1,22,1,167
2023-07-07,564,16.5,16.5,61,24,2,0,0,1,23,1,168
2023-07-08,345,16,16,68,23,2,0,0,1,0,1,169
2023-07-08,156,16,16,68,23,3,0,0,1,1,1,170
2023-07-08,88,16,16,70,27,3,0,0,1,2,1,171
2023-07-08,49,15.5,15.5,70,23,7,0,0,1,3,1,172
2023-07-08,50,16,16,68,25,3,0,0,1,4,1,173
2023-07-08,101,16,16,70,26,7,0,0,1,5,1,174
2023-07-08,716,15.5,15.5,79.5,26,7,0,0,1,6,1,175
2023-07-08,2471,15.5,15.5,82.5,26,3,0,0,1,7,1,176
2023-07-08,4702,17,17,73,22,3,0,0,1,8,1,177
2023-07-08,2457,17.5,17.5,68.5,25,3,0,0,1,9,1,178
2023-07-08,1242,19,19,60,28,3,0,0,1,10,1,179
2023-07-08,1209,19,19,60,29,3,0,0,1,11,1,180
2023-07-08,1346,20,20,56,22.5,3,0,0,1,12,1,181
2023-07-08,1289,19.5,19.5,66.5,17.5,7,0,0,1,13,1,182
2023-07-08,1451,19.5,19.5,64,26,7,0,0,1,14,1,183
2023-07-08,1749,20,20,58.5,25,2,0,0,1,15,1,184
2023-07-08,2839,19.5,19.5,66,29.5,3,0,0,1,16,1,185
2023-07-08,5560,20,20,53,30,2,0,0,1,17,1,186
2023-07-08,4721,20,20,49,26,2,0,0,1,18,1,187
2023-07-08,3313,20,20,44.5,24,1,0,0,1,19,1,188
2023-07-08,2243,19,19,47.5,19.5,1,0,0,1,20,1,189
2023-07-08,1614,18,18,49,17,2,0,0,1,21,1,190
2023-07-08,1143,17,17,52,16,1,0,0,1,22,1,191
2023-07-08,849,16,16,55,16,1,0,0,1,23,1,192
2023-07-09,400,16,16,55,14,1,0,0,1,0,1,193
2023-07-09,212,15.5,15.5,59,14,1,0,0,1,1,1,194
2023-07-09,111,14,14,67,15,1,0,0,1,2,1,195
2023-07-09,81,14,14,63,18.5,1,0,0,1,3,1,196
2023-07-09,76,14,14,63,18,1,0,0,1,4,1,197
2023-07-09,269,13,13,67,17,1,0,0,1,5,1,198
2023-07-09,1724,13,13,67,16,1,0,0,1,6,1,199
2023-07-09,5309,13.5,13.5,65,17,1,0,0,1,7,1,200
2023-07-09,7531,14.5,14.5,61,19,2,0,0,1,8,1,201
2023-07-09,4832,15,15,59,16,2,0,0,1,9,1,202
2023-07-09,2760,16.5,16.5,50.5,10,2,0,0,1,10,1,203
2023-07-09,2627,18,18,43,8.5,2,0,0,1,11,1,204
2023-07-09,2778,19,19,40.5,9,1,0,0,1,12,1,205
2023-07-09,3109,19.5,19.5,36,11,1,0,0,1,13,1,206
2023-07-09,3231,21,21,34,10,1,0,0,1,14,1,207
2023-07-09,4076,22,21,30,9,1,0,0,1,15,1,208
2023-07-09,6033,23,22,26,11,1,0,0,1,16,1,209
2023-07-09,7860,23,22,27,11,1,0,0,1,17,1,210
2023-07-09,6913,22.5,21.5,29,13,1,0,0,1,18,1,211
2023-07-09,4654,22,21,29,7,1,0,0,1,19,1,212
2023-07-09,3156,22,21,32,6.5,1,0,0,1,20,1,213
2023-07-09,2179,19.5,19.5,54.5,12,1,0,0,1,21,1,214
2023-07-09,1545,18.5,18.5,58,16,1,0,0,1,22,1,215
2023-07-09,1038,18,18,60,13,1,0,0,1,23,1,216
2023-07-10,582,17,17,64,17,1,0,0,1,0,1,217
2023-07-10,271,16.5,16.5,66,15,1,0,0,1,1,1,218
2023-07-10,153,16,16,68,12,1,0,0,1,2,1,219
2023-07-10,74,15,15,72,9,1,0,0,1,3,1,220
2023-07-10,69,15,15,72,8,1,0,0,1,4,1,221
2023-07-10,132,15,15,70,6.5,1,0,0,1,5,1,222
2023-07-10,718,16,16,68,9,1,0,0,1,6,1,223
2023-07-10,2394,17.5,17.5,62,9,1,0,0,1,7,1,224
2023-07-10,4496,19.5,19.5,49,10,1,0,0,1,8,1,225
2023-07-10,2640,20.5,20.5,43,12,1,0,0,1,9,1,226
2023-07-10,1606,22,21,41,13,1,0,0,1,10,1,227
2023-07-10,1623,23,22,38,14,1,0,0,1,11,1,228
2023-07-10,2098,24,23,34,15,1,0,0,1,12,1,229
2023-07-10,2088,25,24,31,17,1,0,0,1,13,1,230
2023-07-10,2188,25.5,24.5,28,15,1,0,0,1,14,1,231
2023-07-10,2391,26,25,23.5,14,1,0,0,1,15,1,232
2023-07-10,3122,26,25,25,18,1,0,0,1,16,1,233
2023-07-10,4453,25.5,24.5,26,18,1,0,0,1,17,1,234
2023-07-10,3836,24.5,23.5,26.5,15,1,0,0,1,18,1,235
2023-07-10,2728,24,23,32.5,15,1,0,0,1,19,1,236
2023-07-10,1776,23,22,38,13,1,0,0,1,20,1,237
2023-07-10,1419,22.5,21.5,41,10,1,0,0,1,21,1,238
2023-07-10,1065,21,21,57,11,1,0,0,1,22,1,239
2023-07-10,857,20,20,58,13,1,0,0,1,23,1,240
2023-07-11,982,19,19,64,8,1,0,1,1,0,1,241
2023-07-11,686,19,19,68,7,1,0,1,1,1,1,242
2023-07-11,486,18,18,73,2,1,0,1,1,2,1,243
2023-07-11,313,18,18,73,5,1,0,1,1,3,1,244
2023-07-11,148,18,18,73,2,1,0,1,1,4,1,245
2023-07-11,122,17.5,17.5,75,6,1,0,1,1,5,1,246
2023-07-11,222,19,19,56,20.5,1,0,1,1,6,1,247
2023-07-11,359,20,20,54.5,18,1,0,1,1,7,1,248
2023-07-11,735,20.5,20.5,58,17,1,0,1,1,8,1,249
2023-07-11,1237,22,22,55,19,2,0,1,1,9,1,250
2023-07-11,2019,22.5,22.5,53.5,19,2,0,1,1,10,1,251
2023-07-11,2511,23.5,23.5,48.5,20.5,2,0,1,1,11,1,252
2023-07-11,3211,25,25,45.5,21,2,0,1,1,12,1,253
2023-07-11,3232,23.5,23.5,50,26,3,0,1,1,13,1,254
2023-07-11,3519,24,24,44,21.5,2,0,1,1,14,1,255
2023-07-11,3708,25,25,39,25,1,0,1,1,15,1,256
2023-07-11,3693,25.5,25.5,35,26,1,0,1,1,16,1,257
2023-07-11,3418,25,25,37.5,23,1,0,1,1,17,1,258
2023-07-11,3193,24,23,39,25,1,0,1,1,18,1,259
2023-07-11,2763,22.5,21.5,42.5,25,1,0,1,1,19,1,260
2023-07-11,1992,21,21,50,23,1,0,1,1,20,1,261
2023-07-11,1450,21,21,50,21,1,0,1,1,21,1,262
2023-07-11,1182,20,20,53,19.5,1,0,1,1,22,1,263
2023-07-11,910,19.5,19.5,64.5,18,7,0,1,1,23,1,264
2023-07-12,764,18,18,75.5,18,7,0,1,1,0,1,265
2023-07-12,636,17.5,17.5,77.5,19.5,7,0,1,1,1,1,266
2023-07-12,376,16.5,16.5,85.5,16,7,0,1,1,2,1,267
2023-07-12,337,16,16,83,19,1,0,1,1,3,1,268
2023-07-12,231,16,16,83,21,1,0,1,1,4,1,269
2023-07-12,106,16,16,83,19.5,1,0,1,1,5,1,270
2023-07-12,156,16,16,80,20.5,7,0,1,1,6,1,271
2023-07-12,194,17,17,77,18.5,7,0,1,1,7,1,272
2023-07-12,412,17.5,17.5,75,18,3,0,1,1,8,1,273
2023-07-12,846,19,19,70.5,20.5,3,0,1,1,9,1,274
2023-07-12,1437,20,20,62,27,2,0,1,1,10,1,275
2023-07-12,1906,20,20,64,24,3,0,1,1,11,1,276
2023-07-12,2174,20,20,69,23,3,0,1,1,12,1,277
2023-07-12,2430,20,20,71,26,3,0,1,1,13,1,278
2023-07-12,2208,21,21,64,27,3,0,1,1,14,1,279
2023-07-12,2121,21.5,21.5,62.5,28.5,3,0,1,1,15,1,280
2023-07-12,2088,22,22,65,29,2,0,1,1,16,1,281
2023-07-12,738,20,20,76,27,7,0,1,1,17,1,282
2023-07-12,923,19,19,80.5,19.5,2,0,1,1,18,1,283
2023-07-12,770,19,19,78,23,2,0,1,1,19,1,284
2023-07-12,816,18.5,18.5,80.5,22.5,2,0,1,1,20,1,285
2023-07-12,562,18,18,83,18.5,2,0,1,1,21,1,286
2023-07-12,590,18,18,83,18,1,0,1,1,22,1,287
2023-07-12,419,18,18,83,17,1,0,1,1,23,1,288
2023-07-13,343,18,18,83,19,3,0,0,1,0,1,289
2023-07-13,183,18,18,83,17,3,0,0,1,1,1,290
2023-07-13,110,18,18,83,17,3,0,0,1,2,1,291
2023-07-13,53,17.5,17.5,85.5,16,3,0,0,1,3,1,292
2023-07-13,66,18,18,83,15,4,0,0,1,4,1,293
2023-07-13,130,18,18,83,10,3,0,0,1,5,1,294
2023-07-13,1364,17.5,17.5,85.5,16,7,0,0,1,6,1,295
2023-07-13,1364,17.5,17.5,85.5,16,7,0,0,1,7,1,296
2023-07-13,2696,17,17,88,16,7,0,0,1,8,1,297
2023-07-13,1335,17.5,17.5,85.5,15,7,0,0,1,9,1,298
2023-07-13,766,18,18,88,13,7,0,0,1,10,1,299
2023-07-13,834,19,19,85.5,18,7,0,0,1,11,1,300
2023-07-13,929,19,19,88,20,3,0,0,1,12,1,301
2023-07-13,1044,20,20,83,22,3,0,0,1,13,1,302
2023-07-13,1175,20.5,20.5,75.5,26,3,0,0,1,14,1,303
2023-07-13,1303,21,21,73,24,3,0,0,1,15,1,304
2023-07-13,1912,21,21,69,25,3,0,0,1,16,1,305
2023-07-13,3793,21,21,69,24,3,0,0,1,17,1,306
2023-07-13,3620,20,20,78,28,3,0,0,1,18,1,307
2023-07-13,2172,20,20,78,21,3,0,0,1,19,1,308
2023-07-13,1282,20,20,78,21,3,0,0,1,20,1,309
2023-07-13,792,19,19,88,24,7,0,0,1,21,1,310
2023-07-13,628,19,19,83,26.5,3,0,0,1,22,1,311
2023-07-13,390,19,19,78,27.5,4,0,0,1,23,1,312
2023-07-14,276,19,19,78,26,4,0,0,1,0,1,313
2023-07-14,157,19,19,78,20,3,0,0,1,1,1,314
2023-07-14,132,18.5,18.5,80.5,19,3,0,0,1,2,1,315
2023-07-14,73,18,18,80.5,20,3,0,0,1,3,1,316
2023-07-14,65,18,18,83,18,4,0,0,1,4,1,317
2023-07-14,132,18,18,80.5,19.5,3,0,0,1,5,1,318
2023-07-14,727,17.5,17.5,83,17,3,0,0,1,6,1,319
2023-07-14,2520,18,18,83,15,3,0,0,1,7,1,320
2023-07-14,4600,18,18,78,15,3,0,0,1,8,1,321
2023-07-14,2419,19,19,73,18,3,0,0,1,9,1,322
2023-07-14,1123,19,19,75.5,16,3,0,0,1,10,1,323
2023-07-14,1125,19,19,78,12,3,0,0,1,11,1,324
2023-07-14,1493,20,20,71,16,3,0,0,1,12,1,325
2023-07-14,1549,20,20,69,16,3,0,0,1,13,1,326
2023-07-14,1508,21,21,66.5,17,3,0,0,1,14,1,327
2023-07-14,1601,21,21,69,18,3,0,0,1,15,1,328
2023-07-14,2169,21.5,21.5,67,16,4,0,0,1,16,1,329
2023-07-14,4265,22,22,61,15,3,0,0,1,17,1,330
2023-07-14,4218,22,22,61,16,3,0,0,1,18,1,331
2023-07-14,1985,21.5,21.5,69,12,7,0,0,1,19,1,332
2023-07-14,1125,19,19,91,11,7,0,0,1,20,1,333
2023-07-14,915,19,19,88,8,7,0,0,1,21,1,334
2023-07-14,656,19,19,88,12,7,0,0,1,22,1,335
2023-07-14,515,19,19,88,11,7,0,0,1,23,1,336
2023-07-15,304,18,18,94,13,3,0,0,1,0,1,337
2023-07-15,206,18,18,91,12,4,0,0,1,1,1,338
2023-07-15,91,18,18,88,13,3,0,0,1,2,1,339
2023-07-15,67,18,18,88,13,3,0,0,1,3,1,340
2023-07-15,47,18,18,88,12,3,0,0,1,4,1,341
2023-07-15,122,18,18,94,10,7,0,0,1,5,1,342
2023-07-15,664,18,18,94,12,3,0,0,1,6,1,343
2023-07-15,1800,18.5,18.5,91,13,7,0,0,1,7,1,344
2023-07-15,3423,19,19,88,11,3,0,0,1,8,1,345
2023-07-15,2041,19.5,19.5,85.5,13,3,0,0,1,9,1,346
2023-07-15,1099,21.5,21.5,73.5,16,7,0,0,1,10,1,347
2023-07-15,1085,19,19,85.5,17,7,0,0,1,11,1,348
2023-07-15,1427,18.5,18.5,83,19,3,0,0,1,12,1,349
2023-07-15,1595,18.5,18.5,80.5,15,3,0,0,1,13,1,350
2023-07-15,1478,19.5,19.5,75.5,12,3,0,0,1,14,1,351
2023-07-15,1739,21,21,69,15,2,0,0,1,15,1,352
2023-07-15,2322,22,22,61,12,2,0,0,1,16,1,353
2023-07-15,4188,22,22,61,12,3,0,0,1,17,1,354
2023-07-15,4037,22,22,61,8.5,3,0,0,1,18,1,355
2023-07-15,2445,22,22,61,9,3,0,0,1,19,1,356
2023-07-15,1715,21.5,21.5,58.5,8,3,0,0,1,20,1,357
2023-07-15,1188,21,21,58.5,7.5,2,0,0,1,21,1,358
2023-07-15,861,20.5,20.5,58.5,7,2,0,0,1,22,1,359
2023-07-15,630,19.5,19.5,58,8,1,0,0,1,23,1,360
2023-07-16,374,18,18,60,7,1,0,0,1,0,1,361
2023-07-16,207,17,17,66,6,2,0,0,1,1,1,362
2023-07-16,149,18,18,78,11.5,3,0,0,1,2,1,363
2023-07-16,88,18,18,83,20,7,0,0,1,3,1,364
2023-07-16,91,18,18,78,19,3,0,0,1,4,1,365
2023-07-16,129,18,18,73,17.5,3,0,0,1,5,1,366
2023-07-16,774,18,18,78,16,3,0,0,1,6,1,367
2023-07-16,2445,18.5,18.5,73,20.5,3,0,0,1,7,1,368
2023-07-16,4686,19,19,68,25,3,0,0,1,8,1,369
2023-07-16,2567,20.5,20.5,62,28,2,0,0,1,9,1,370
2023-07-16,1295,20,20,62,29.5,2,0,0,1,10,1,371
2023-07-16,1277,22,22,57,26,2,0,0,1,11,1,372
2023-07-16,1704,22,22,57,25,3,0,0,1,12,1,373
2023-07-16,1651,22,22,57,27,3,0,0,1,13,1,374
2023-07-16,1603,23.5,23.5,55.5,24,2,0,0,1,14,1,375
2023-07-16,1870,23.5,23.5,55.5,25,2,0,0,1,15,1,376
2023-07-16,2429,23,23,57.5,27,2,0,0,1,16,1,377
2023-07-16,4319,21,21,60,27,1,0,0,1,17,1,378
2023-07-16,4375,21,21,60,28.5,1,0,0,1,18,1,379
2023-07-16,2654,20.5,20.5,62,27,1,0,0,1,19,1,380
2023-07-16,1800,20,20,64,29.5,1,0,0,1,20,1,381
2023-07-16,1127,19,19,64,28.5,1,0,0,1,21,1,382
2023-07-16,919,19,19,68,23.5,7,0,0,1,22,1,383
2023-07-16,773,18.5,18.5,73,11,1,0,0,1,23,1,384
2023-07-17,445,18,18,73,11,1,0,0,1,0,1,385
2023-07-17,265,18,18,70.5,9,2,0,0,1,1,1,386
2023-07-17,170,17,17,75,7.5,1,0,0,1,2,1,387
2023-07-17,101,17,17,75,6,1,0,0,1,3,1,388
2023-07-17,98,17,17,77,8,1,0,0,1,4,1,389
2023-07-17,154,17,17,77,12,3,0,0,1,5,1,390
2023-07-17,693,18.5,18.5,80.5,22,3,0,0,1,6,1,391
2023-07-17,2102,20,20,78,23,3,0,0,1,7,1,392
2023-07-17,4204,20.5,20.5,71,22,3,0,0,1,8,1,393
2023-07-17,2321,21,21,69,23,3,0,0,1,9,1,394
2023-07-17,1318,22,22,65,20.5,3,0,0,1,10,1,395
2023-07-17,1387,22.5,22.5,59,25,3,0,0,1,11,1,396
2023-07-17,1781,23.5,23.5,55.5,25,2,0,0,1,12,1,397
2023-07-17,1915,24,24,47,30,2,0,0,1,13,1,398
2023-07-17,1882,24.5,24.5,44,29.5,2,0,0,1,14,1,399
2023-07-17,2020,24,24,45.5,30.5,2,0,0,1,15,1,400
2023-07-17,2621,23,23,48.5,28,2,0,0,1,16,1,401
2023-07-17,4115,22,22,50,24,2,0,0,1,17,1,402
2023-07-17,3512,22,22,53,21,2,0,0,1,18,1,403
2023-07-17,2278,21.5,21.5,55,21,2,0,0,1,19,1,404
2023-07-17,1737,20.5,20.5,58.5,19.5,2,0,0,1,20,1,405
2023-07-17,1300,19.5,19.5,62,19.5,2,0,0,1,21,1,406
2023-07-17,1043,19,19,62,20.5,3,0,0,1,22,1,407
2023-07-17,1043,18.5,18.5,54,21.5,3,0,0,1,23,1,408
2023-07-18,840,17.5,17.5,62,23,2,0,1,1,0,1,409
