timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2015/7/7 2:00,129,17.5,17.5,66,6.5,1,0,0,1
2015/7/7 3:00,68,18,18,62,7.5,1,0,0,1
2015/7/7 4:00,49,16.5,16.5,66,7,1,0,0,1
2015/7/7 5:00,159,17,17,68,11,1,0,0,1
2015/7/7 6:00,798,17,17,68,15,1,0,0,1
2015/7/7 7:00,2589,19,19,66,16,1,0,0,1
2015/7/7 8:00,4867,19.5,19.5,66,13,2,0,0,1
2015/7/7 9:00,2309,19,19,75.5,19.5,3,0,0,1
2015/7/7 10:00,1217,20,20,73,19.5,4,0,0,1
2015/7/7 11:00,1085,21.5,21.5,65,28.5,2,0,0,1
2015/7/7 12:00,1437,22.5,22.5,57,27,2,0,0,1
2015/7/7 13:00,1492,22.5,22.5,53,32,3,0,0,1
2015/7/7 14:00,1454,22.5,22.5,51.5,30.5,3,0,0,1
2015/7/7 15:00,1682,23,23,45.5,33,2,0,0,1
2015/7/7 16:00,2344,22.5,21.5,42.5,30.5,2,0,0,1
2015/7/7 17:00,4351,22,21,41,30,1,0,0,1
2015/7/7 18:00,4346,21.5,21,45,28.5,1,0,0,1
2015/7/7 19:00,2709,20.5,20.5,41.5,35,1,0,0,1
2015/7/7 20:00,1768,19.5,19.5,44.5,32.5,1,0,0,1
2015/7/7 21:00,1150,18,18,49,30,1,0,0,1
2015/7/7 22:00,832,17,17,56,28.5,1,0,0,1
2015/7/7 23:00,564,16.5,16.5,61,24,2,0,0,1
2015/7/8 0:00,345,16,16,68,23,2,0,0,1
2015/7/8 1:00,156,16,16,68,23,3,0,0,1
2015/7/8 2:00,88,16,16,70,27,3,0,0,1
2015/7/8 3:00,49,15.5,15.5,70,23,7,0,0,1
2015/7/8 4:00,50,16,16,68,25,3,0,0,1
2015/7/8 5:00,101,16,16,70,26,7,0,0,1
2015/7/8 6:00,716,15.5,15.5,79.5,26,7,0,0,1
2015/7/8 7:00,2471,15.5,15.5,82.5,26,3,0,0,1
2015/7/8 8:00,4702,17,17,73,22,3,0,0,1
2015/7/8 9:00,2457,17.5,17.5,68.5,25,3,0,0,1
2015/7/8 10:00,1242,19,19,60,28,3,0,0,1
2015/7/8 11:00,1209,19,19,60,29,3,0,0,1
2015/7/8 12:00,1346,20,20,56,22.5,3,0,0,1
2015/7/8 13:00,1289,19.5,19.5,66.5,17.5,7,0,0,1
2015/7/8 14:00,1451,19.5,19.5,64,26,7,0,0,1
2015/7/8 15:00,1749,20,20,58.5,25,2,0,0,1
2015/7/8 16:00,2839,19.5,19.5,66,29.5,3,0,0,1
2015/7/8 17:00,5560,20,20,53,30,2,0,0,1
2015/7/8 18:00,4721,20,20,49,26,2,0,0,1
2015/7/8 19:00,3313,20,20,44.5,24,1,0,0,1
2015/7/8 20:00,2243,19,19,47.5,19.5,1,0,0,1
2015/7/8 21:00,1614,18,18,49,17,2,0,0,1
2015/7/8 22:00,1143,17,17,52,16,1,0,0,1
2015/7/8 23:00,849,16,16,55,16,1,0,0,1
2015/7/9 0:00,400,16,16,55,14,1,0,0,1
2015/7/9 1:00,212,15.5,15.5,59,14,1,0,0,1
2015/7/9 2:00,111,14,14,67,15,1,0,0,1
2015/7/9 3:00,81,14,14,63,18.5,1,0,0,1
2015/7/9 4:00,76,14,14,63,18,1,0,0,1
2015/7/9 5:00,269,13,13,67,17,1,0,0,1
2015/7/9 6:00,1724,13,13,67,16,1,0,0,1
2015/7/9 7:00,5309,13.5,13.5,65,17,1,0,0,1
2015/7/9 8:00,7531,14.5,14.5,61,19,2,0,0,1
2015/7/9 9:00,4832,15,15,59,16,2,0,0,1
2015/7/9 10:00,2760,16.5,16.5,50.5,10,2,0,0,1
2015/7/9 11:00,2627,18,18,43,8.5,2,0,0,1
2015/7/9 12:00,2778,19,19,40.5,9,1,0,0,1
2015/7/9 13:00,3109,19.5,19.5,36,11,1,0,0,1
2015/7/9 14:00,3231,21,21,34,10,1,0,0,1
2015/7/9 15:00,4076,22,21,30,9,1,0,0,1
2015/7/9 16:00,6033,23,22,26,11,1,0,0,1
2015/7/9 17:00,7860,23,22,27,11,1,0,0,1
2015/7/9 18:00,6913,22.5,21.5,29,13,1,0,0,1
2015/7/9 19:00,4654,22,21,29,7,1,0,0,1
2015/7/9 20:00,3156,22,21,32,6.5,1,0,0,1
2015/7/9 21:00,2179,19.5,19.5,54.5,12,1,0,0,1
2015/7/9 22:00,1545,18.5,18.5,58,16,1,0,0,1
2015/7/9 23:00,1038,18,18,60,13,1,0,0,1
2015/7/10 0:00,582,17,17,64,17,1,0,0,1
2015/7/10 1:00,271,16.5,16.5,66,15,1,0,0,1
2015/7/10 2:00,153,16,16,68,12,1,0,0,1
2015/7/10 3:00,74,15,15,72,9,1,0,0,1
2015/7/10 4:00,69,15,15,72,8,1,0,0,1
2015/7/10 5:00,132,15,15,70,6.5,1,0,0,1
2015/7/10 6:00,718,16,16,68,9,1,0,0,1
2015/7/10 7:00,2394,17.5,17.5,62,9,1,0,0,1
2015/7/10 8:00,4496,19.5,19.5,49,10,1,0,0,1
2015/7/10 9:00,2640,20.5,20.5,43,12,1,0,0,1
2015/7/10 10:00,1606,22,21,41,13,1,0,0,1
2015/7/10 11:00,1623,23,22,38,14,1,0,0,1
2015/7/10 12:00,2098,24,23,34,15,1,0,0,1
2015/7/10 13:00,2088,25,24,31,17,1,0,0,1
2015/7/10 14:00,2188,25.5,24.5,28,15,1,0,0,1
2015/7/10 15:00,2391,26,25,23.5,14,1,0,0,1
2015/7/10 16:00,3122,26,25,25,18,1,0,0,1
2015/7/10 17:00,4453,25.5,24.5,26,18,1,0,0,1
2015/7/10 18:00,3836,24.5,23.5,26.5,15,1,0,0,1
2015/7/10 19:00,2728,24,23,32.5,15,1,0,0,1
2015/7/10 20:00,1776,23,22,38,13,1,0,0,1
2015/7/10 21:00,1419,22.5,21.5,41,10,1,0,0,1
2015/7/10 22:00,1065,21,21,57,11,1,0,0,1
2015/7/10 23:00,857,20,20,58,13,1,0,0,1
2015/7/11 0:00,982,19,19,64,8,1,0,1,1
2015/7/11 1:00,686,19,19,68,7,1,0,1,1
2015/7/11 2:00,486,18,18,73,2,1,0,1,1
2015/7/11 3:00,313,18,18,73,5,1,0,1,1
2015/7/11 4:00,148,18,18,73,2,1,0,1,1
2015/7/11 5:00,122,17.5,17.5,75,6,1,0,1,1
2015/7/11 6:00,222,19,19,56,20.5,1,0,1,1
2015/7/11 7:00,359,20,20,54.5,18,1,0,1,1
2015/7/11 8:00,735,20.5,20.5,58,17,1,0,1,1
2015/7/11 9:00,1237,22,22,55,19,2,0,1,1
2015/7/11 10:00,2019,22.5,22.5,53.5,19,2,0,1,1
2015/7/11 11:00,2511,23.5,23.5,48.5,20.5,2,0,1,1
2015/7/11 12:00,3211,25,25,45.5,21,2,0,1,1
2015/7/11 13:00,3232,23.5,23.5,50,26,3,0,1,1
2015/7/11 14:00,3519,24,24,44,21.5,2,0,1,1
2015/7/11 15:00,3708,25,25,39,25,1,0,1,1
2015/7/11 16:00,3693,25.5,25.5,35,26,1,0,1,1
2015/7/11 17:00,3418,25,25,37.5,23,1,0,1,1
2015/7/11 18:00,3193,24,23,39,25,1,0,1,1
2015/7/11 19:00,2763,22.5,21.5,42.5,25,1,0,1,1
2015/7/11 20:00,1992,21,21,50,23,1,0,1,1
2015/7/11 21:00,1450,21,21,50,21,1,0,1,1
2015/7/11 22:00,1182,20,20,53,19.5,1,0,1,1
2015/7/11 23:00,910,19.5,19.5,64.5,18,7,0,1,1
2015/7/12 0:00,764,18,18,75.5,18,7,0,1,1
2015/7/12 1:00,636,17.5,17.5,77.5,19.5,7,0,1,1
2015/7/12 2:00,376,16.5,16.5,85.5,16,7,0,1,1
2015/7/12 3:00,337,16,16,83,19,1,0,1,1
2015/7/12 4:00,231,16,16,83,21,1,0,1,1
2015/7/12 5:00,106,16,16,83,19.5,1,0,1,1
2015/7/12 6:00,156,16,16,80,20.5,7,0,1,1
2015/7/12 7:00,194,17,17,77,18.5,7,0,1,1
2015/7/12 8:00,412,17.5,17.5,75,18,3,0,1,1
2015/7/12 9:00,846,19,19,70.5,20.5,3,0,1,1
2015/7/12 10:00,1437,20,20,62,27,2,0,1,1
2015/7/12 11:00,1906,20,20,64,24,3,0,1,1
2015/7/12 12:00,2174,20,20,69,23,3,0,1,1
2015/7/12 13:00,2430,20,20,71,26,3,0,1,1
2015/7/12 14:00,2208,21,21,64,27,3,0,1,1
2015/7/12 15:00,2121,21.5,21.5,62.5,28.5,3,0,1,1
2015/7/12 16:00,2088,22,22,65,29,2,0,1,1
2015/7/12 17:00,738,20,20,76,27,7,0,1,1
2015/7/12 18:00,923,19,19,80.5,19.5,2,0,1,1
2015/7/12 19:00,770,19,19,78,23,2,0,1,1
2015/7/12 20:00,816,18.5,18.5,80.5,22.5,2,0,1,1
2015/7/12 21:00,562,18,18,83,18.5,2,0,1,1
2015/7/12 22:00,590,18,18,83,18,1,0,1,1
2015/7/12 23:00,419,18,18,83,17,1,0,1,1
2015/7/13 0:00,343,18,18,83,19,3,0,0,1
2015/7/13 1:00,183,18,18,83,17,3,0,0,1
2015/7/13 2:00,110,18,18,83,17,3,0,0,1
2015/7/13 3:00,53,17.5,17.5,85.5,16,3,0,0,1
2015/7/13 4:00,66,18,18,83,15,4,0,0,1
2015/7/13 5:00,130,18,18,83,10,3,0,0,1
2015/7/13 7:00,1364,17.5,17.5,85.5,16,7,0,0,1
2015/7/13 8:00,2696,17,17,88,16,7,0,0,1
2015/7/13 9:00,1335,17.5,17.5,85.5,15,7,0,0,1
2015/7/13 10:00,766,18,18,88,13,7,0,0,1
2015/7/13 11:00,834,19,19,85.5,18,7,0,0,1
2015/7/13 12:00,929,19,19,88,20,3,0,0,1
2015/7/13 13:00,1044,20,20,83,22,3,0,0,1
2015/7/13 14:00,1175,20.5,20.5,75.5,26,3,0,0,1
2015/7/13 15:00,1303,21,21,73,24,3,0,0,1
2015/7/13 16:00,1912,21,21,69,25,3,0,0,1
2015/7/13 17:00,3793,21,21,69,24,3,0,0,1
2015/7/13 18:00,3620,20,20,78,28,3,0,0,1
2015/7/13 19:00,2172,20,20,78,21,3,0,0,1
2015/7/13 20:00,1282,20,20,78,21,3,0,0,1
2015/7/13 21:00,792,19,19,88,24,7,0,0,1
2015/7/13 22:00,628,19,19,83,26.5,3,0,0,1
2015/7/13 23:00,390,19,19,78,27.5,4,0,0,1
2015/7/14 0:00,276,19,19,78,26,4,0,0,1
2015/7/14 1:00,157,19,19,78,20,3,0,0,1
2015/7/14 2:00,132,18.5,18.5,80.5,19,3,0,0,1
2015/7/14 3:00,73,18,18,80.5,20,3,0,0,1
2015/7/14 4:00,65,18,18,83,18,4,0,0,1
2015/7/14 5:00,132,18,18,80.5,19.5,3,0,0,1
2015/7/14 6:00,727,17.5,17.5,83,17,3,0,0,1
2015/7/14 7:00,2520,18,18,83,15,3,0,0,1
2015/7/14 8:00,4600,18,18,78,15,3,0,0,1
2015/7/14 9:00,2419,19,19,73,18,3,0,0,1
2015/7/14 10:00,1123,19,19,75.5,16,3,0,0,1
2015/7/14 11:00,1125,19,19,78,12,3,0,0,1
2015/7/14 12:00,1493,20,20,71,16,3,0,0,1
2015/7/14 13:00,1549,20,20,69,16,3,0,0,1
2015/7/14 14:00,1508,21,21,66.5,17,3,0,0,1
2015/7/14 15:00,1601,21,21,69,18,3,0,0,1
2015/7/14 16:00,2169,21.5,21.5,67,16,4,0,0,1
2015/7/14 17:00,4265,22,22,61,15,3,0,0,1
2015/7/14 18:00,4218,22,22,61,16,3,0,0,1
2015/7/14 19:00,1985,21.5,21.5,69,12,7,0,0,1
2015/7/14 20:00,1125,19,19,91,11,7,0,0,1
2015/7/14 21:00,915,19,19,88,8,7,0,0,1
2015/7/14 22:00,656,19,19,88,12,7,0,0,1
2015/7/14 23:00,515,19,19,88,11,7,0,0,1
2015/7/15 0:00,304,18,18,94,13,3,0,0,1
2015/7/15 1:00,206,18,18,91,12,4,0,0,1
2015/7/15 2:00,91,18,18,88,13,3,0,0,1
2015/7/15 3:00,67,18,18,88,13,3,0,0,1
2015/7/15 4:00,47,18,18,88,12,3,0,0,1
2015/7/15 5:00,122,18,18,94,10,7,0,0,1
2015/7/15 6:00,664,18,18,94,12,3,0,0,1
2015/7/15 7:00,1800,18.5,18.5,91,13,7,0,0,1
2015/7/15 8:00,3423,19,19,88,11,3,0,0,1
2015/7/15 9:00,2041,19.5,19.5,85.5,13,3,0,0,1
2015/7/15 10:00,1099,21.5,21.5,73.5,16,7,0,0,1
2015/7/15 11:00,1085,19,19,85.5,17,7,0,0,1
2015/7/15 12:00,1427,18.5,18.5,83,19,3,0,0,1
2015/7/15 13:00,1595,18.5,18.5,80.5,15,3,0,0,1
2015/7/15 14:00,1478,19.5,19.5,75.5,12,3,0,0,1
2015/7/15 15:00,1739,21,21,69,15,2,0,0,1
2015/7/15 16:00,2322,22,22,61,12,2,0,0,1
2015/7/15 17:00,4188,22,22,61,12,3,0,0,1
2015/7/15 18:00,4037,22,22,61,8.5,3,0,0,1
2015/7/15 19:00,2445,22,22,61,9,3,0,0,1
2015/7/15 20:00,1715,21.5,21.5,58.5,8,3,0,0,1
2015/7/15 21:00,1188,21,21,58.5,7.5,2,0,0,1
2015/7/15 22:00,861,20.5,20.5,58.5,7,2,0,0,1
2015/7/15 23:00,630,19.5,19.5,58,8,1,0,0,1
2015/7/16 0:00,374,18,18,60,7,1,0,0,1
2015/7/16 1:00,207,17,17,66,6,2,0,0,1
2015/7/16 2:00,149,18,18,78,11.5,3,0,0,1
2015/7/16 3:00,88,18,18,83,20,7,0,0,1
2015/7/16 4:00,91,18,18,78,19,3,0,0,1
2015/7/16 5:00,129,18,18,73,17.5,3,0,0,1
2015/7/16 6:00,774,18,18,78,16,3,0,0,1
2015/7/16 7:00,2445,18.5,18.5,73,20.5,3,0,0,1
2015/7/16 8:00,4686,19,19,68,25,3,0,0,1
2015/7/16 9:00,2567,20.5,20.5,62,28,2,0,0,1
2015/7/16 10:00,1295,20,20,62,29.5,2,0,0,1
2015/7/16 11:00,1277,22,22,57,26,2,0,0,1
2015/7/16 12:00,1704,22,22,57,25,3,0,0,1
2015/7/16 13:00,1651,22,22,57,27,3,0,0,1
2015/7/16 14:00,1603,23.5,23.5,55.5,24,2,0,0,1
2015/7/16 15:00,1870,23.5,23.5,55.5,25,2,0,0,1
2015/7/16 16:00,2429,23,23,57.5,27,2,0,0,1
2015/7/16 17:00,4319,21,21,60,27,1,0,0,1
2015/7/16 18:00,4375,21,21,60,28.5,1,0,0,1
2015/7/16 19:00,2654,20.5,20.5,62,27,1,0,0,1
2015/7/16 20:00,1800,20,20,64,29.5,1,0,0,1
2015/7/16 21:00,1127,19,19,64,28.5,1,0,0,1
2015/7/16 22:00,919,19,19,68,23.5,7,0,0,1
2015/7/16 23:00,773,18.5,18.5,73,11,1,0,0,1
2015/7/17 0:00,445,18,18,73,11,1,0,0,1
2015/7/17 1:00,265,18,18,70.5,9,2,0,0,1
2015/7/17 2:00,170,17,17,75,7.5,1,0,0,1
2015/7/17 3:00,101,17,17,75,6,1,0,0,1
2015/7/17 4:00,98,17,17,77,8,1,0,0,1
2015/7/17 5:00,154,17,17,77,12,3,0,0,1
2015/7/17 6:00,693,18.5,18.5,80.5,22,3,0,0,1
2015/7/17 7:00,2102,20,20,78,23,3,0,0,1
2015/7/17 8:00,4204,20.5,20.5,71,22,3,0,0,1
2015/7/17 9:00,2321,21,21,69,23,3,0,0,1
2015/7/17 10:00,1318,22,22,65,20.5,3,0,0,1
2015/7/17 11:00,1387,22.5,22.5,59,25,3,0,0,1
2015/7/17 12:00,1781,23.5,23.5,55.5,25,2,0,0,1
2015/7/17 13:00,1915,24,24,47,30,2,0,0,1
2015/7/17 14:00,1882,24.5,24.5,44,29.5,2,0,0,1
2015/7/17 15:00,2020,24,24,45.5,30.5,2,0,0,1
2015/7/17 16:00,2621,23,23,48.5,28,2,0,0,1
2015/7/17 17:00,4115,22,22,50,24,2,0,0,1
2015/7/17 18:00,3512,22,22,53,21,2,0,0,1
2015/7/17 19:00,2278,21.5,21.5,55,21,2,0,0,1
2015/7/17 20:00,1737,20.5,20.5,58.5,19.5,2,0,0,1
2015/7/17 21:00,1300,19.5,19.5,62,19.5,2,0,0,1
2015/7/17 22:00,1043,19,19,62,20.5,3,0,0,1
2015/7/17 23:00,1043,18.5,18.5,54,21.5,3,0,0,1
2015/7/18 0:00,840,17.5,17.5,62,23,2,0,1,1
2015/7/18 1:00,610,16.5,16.5,66,22,2,0,1,1
2015/7/18 2:00,469,16,16,65.5,21.5,2,0,1,1
2015/7/18 3:00,307,15.5,15.5,70,17,2,0,1,1
2015/7/18 4:00,210,14.5,14.5,74.5,18,1,0,1,1
2015/7/18 5:00,172,14.5,14.5,74.5,19,1,0,1,1
2015/7/18 6:00,173,15,15,72,17,1,0,1,1
2015/7/18 7:00,312,16,16,68,16,1,0,1,1
2015/7/18 8:00,643,17,17,64,17,2,0,1,1
2015/7/18 9:00,1216,18.5,18.5,51,16,2,0,1,1
2015/7/18 10:00,1807,19.5,19.5,42,18,2,0,1,1
2015/7/18 11:00,2402,20.5,20.5,36.5,21.5,2,0,1,1
2015/7/18 12:00,2989,21.5,21,34,18,2,0,1,1
2015/7/18 13:00,3200,22,21,33,19.5,1,0,1,1
2015/7/18 14:00,3423,22.5,21.5,34.5,19.5,1,0,1,1
2015/7/18 15:00,3471,23,22,32,17,1,0,1,1
2015/7/18 16:00,3491,23,22,33,12,1,0,1,1
2015/7/18 17:00,3378,23.5,22.5,32,15,1,0,1,1
2015/7/18 18:00,2974,21.5,21,45.5,18,1,0,1,1
2015/7/18 19:00,2395,20,20,53,18,1,0,1,1
2015/7/18 20:00,1476,18.5,18.5,60,16,7,0,1,1
2015/7/18 21:00,878,18,18,62,16,7,0,1,1
2015/7/18 22:00,775,17.5,17.5,64,15,1,0,1,1
2015/7/18 23:00,880,17,17,66,12,1,0,1,1
2015/7/19 0:00,855,17,17,59,9,1,0,1,1
2015/7/19 1:00,704,17,17,59,9,1,0,1,1
2015/7/19 2:00,503,17,17,59,9,1,0,1,1
2015/7/19 3:00,348,16,16,68,12,1,0,1,1
2015/7/19 4:00,247,16,16,68,12,1,0,1,1
